filename,lbl
ISIC_0064423,0
ISIC_0057933,2
ISIC_0065993,4
ISIC_0031308,1
ISIC_0033879,1
ISIC_0071391,1
ISIC_0071884,1
ISIC_0031798,1
ISIC_0055208,0
ISIC_0025125,1
ISIC_0032979,1
ISIC_0027257,1
ISIC_0028429,1
ISIC_0067424,1
ISIC_0031748,1
ISIC_0028788,1
ISIC_0029005,1
ISIC_0062810,1
ISIC_0065480,1
ISIC_0027049,1
ISIC_0027506,7
ISIC_0014814_downsampled,1
ISIC_0027421,1
ISIC_0063233,0
ISIC_0055590,1
ISIC_0014144_downsampled,0
ISIC_0061868,1
ISIC_0029238,0
ISIC_0057953,0
ISIC_0012715_downsampled,0
ISIC_0024931,2
ISIC_0013230_downsampled,1
ISIC_0013828_downsampled,0
ISIC_0028641,1
ISIC_0057338,0
ISIC_0025461,1
ISIC_0027365,2
ISIC_0059786,0
ISIC_0024788,1
ISIC_0071170,2
ISIC_0025533,1
ISIC_0028647,1
ISIC_0055274,2
ISIC_0054256,1
ISIC_0057273,2
ISIC_0025924,6
ISIC_0059183,1
ISIC_0024851,4
ISIC_0072650,1
ISIC_0064751,2
ISIC_0059366,2
ISIC_0057978,0
ISIC_0057017,1
ISIC_0060217,4
ISIC_0033225,1
ISIC_0067474,1
ISIC_0025871,1
ISIC_0056691,2
ISIC_0025236,1
ISIC_0031547,1
ISIC_0031195,1
ISIC_0010322,0
ISIC_0031006,1
ISIC_0071366,2
ISIC_0014740_downsampled,1
ISIC_0024819,1
ISIC_0034079,1
ISIC_0033884,4
ISIC_0030727,1
ISIC_0032791,1
ISIC_0027045,1
ISIC_0071003,2
ISIC_0055779,2
ISIC_0027129,1
ISIC_0028776,1
ISIC_0025492,1
ISIC_0057302,0
ISIC_0065582,0
ISIC_0062850,0
ISIC_0031779,0
ISIC_0057076,1
ISIC_0024429,1
ISIC_0057347,2
ISIC_0060040,2
ISIC_0027553,1
ISIC_0072283,1
ISIC_0033366,2
ISIC_0067772,2
ISIC_0030714,7
ISIC_0032157,1
ISIC_0024814,4
ISIC_0026128,1
ISIC_0033912,1
ISIC_0025335,1
ISIC_0068538,1
ISIC_0060859,2
ISIC_0061441,0
ISIC_0062544,2
ISIC_0063534,2
ISIC_0070706,2
ISIC_0032365,4
ISIC_0031448,1
ISIC_0070901,2
ISIC_0028844,1
ISIC_0071143,1
ISIC_0033457,1
ISIC_0057791,0
ISIC_0025181,1
ISIC_0025867,4
ISIC_0071416,2
ISIC_0026604,0
ISIC_0032193,1
ISIC_0028302,1
ISIC_0031715,1
ISIC_0024808,1
ISIC_0063221,1
ISIC_0072295,1
ISIC_0066481,0
ISIC_0025345,4
ISIC_0059095,1
ISIC_0027696,1
ISIC_0072775,1
ISIC_0014617_downsampled,4
ISIC_0028872,7
ISIC_0064474,4
ISIC_0025175,1
ISIC_0066371,1
ISIC_0026868,0
ISIC_0033618,1
ISIC_0034233,0
ISIC_0032556,4
ISIC_0030610,1
ISIC_0027290,1
ISIC_0027457,1
ISIC_0024488,1
ISIC_0031034,0
ISIC_0029311,4
ISIC_0026969,1
ISIC_0014872_downsampled,0
ISIC_0072265,3
ISIC_0058021,0
ISIC_0014361_downsampled,0
ISIC_0058196,0
ISIC_0028814,2
ISIC_0073215,2
ISIC_0033789,1
ISIC_0033871,0
ISIC_0026103,1
ISIC_0069174,1
ISIC_0071905,7
ISIC_0070195,3
ISIC_0067856,4
ISIC_0065529,1
ISIC_0028020,4
ISIC_0000242,1
ISIC_0067780,2
ISIC_0025944,1
ISIC_0069690,1
ISIC_0066429,0
ISIC_0061452,1
ISIC_0032119,1
ISIC_0071594,0
ISIC_0032433,0
ISIC_0027005,1
ISIC_0028978,2
ISIC_0066884,1
ISIC_0032452,1
ISIC_0027864,1
ISIC_0072740,4
ISIC_0011353,1
ISIC_0026667,1
ISIC_0063603,1
ISIC_0066448,0
ISIC_0066314,1
ISIC_0031239,0
ISIC_0030188,4
ISIC_0014800_downsampled,0
ISIC_0026973,1
ISIC_0032159,4
ISIC_0033735,1
ISIC_0069641,1
ISIC_0061556,0
ISIC_0064588,2
ISIC_0064467,1
ISIC_0064899,2
ISIC_0054105,1
ISIC_0056467,1
ISIC_0033448,1
ISIC_0031490,1
ISIC_0060632,1
ISIC_0025815,1
ISIC_0011329,0
ISIC_0056671,2
ISIC_0065212,2
ISIC_0061831,0
ISIC_0026018,4
ISIC_0027039,1
ISIC_0058232,2
ISIC_0024837,1
ISIC_0054442,1
ISIC_0031122,2
ISIC_0031767,1
ISIC_0030886,1
ISIC_0029526,1
ISIC_0060774,7
ISIC_0060656,0
ISIC_0061070,0
ISIC_0056732,4
ISIC_0025298,1
ISIC_0029401,1
ISIC_0058798,0
ISIC_0028098,1
ISIC_0060257,3
ISIC_0026020,1
ISIC_0066482,7
ISIC_0026436,1
ISIC_0069283,3
ISIC_0067179,1
ISIC_0067666,0
ISIC_0030054,1
ISIC_0024474,1
ISIC_0056144,2
ISIC_0067431,1
ISIC_0026549,7
ISIC_0033322,4
ISIC_0028112,1
ISIC_0026494,1
ISIC_0033955,1
ISIC_0070577,1
ISIC_0070883,2
ISIC_0067586,1
ISIC_0030990,1
ISIC_0054978,5
ISIC_0057778,3
ISIC_0013819_downsampled,1
ISIC_0031185,1
ISIC_0026872,7
ISIC_0033209,0
ISIC_0068333,1
ISIC_0014171_downsampled,0
ISIC_0033545,0
ISIC_0027981,1
ISIC_0072375,0
ISIC_0000368,1
ISIC_0025061,1
ISIC_0000281,0
ISIC_0064191,1
ISIC_0062400,1
ISIC_0068300,1
ISIC_0072822,1
ISIC_0066349,1
ISIC_0053936,5
ISIC_0055460,0
ISIC_0072755,0
ISIC_0064612,2
ISIC_0054599,0
ISIC_0057905,2
ISIC_0024642,1
ISIC_0029582,7
ISIC_0054896,1
ISIC_0012481_downsampled,1
ISIC_0072578,1
ISIC_0011107,1
ISIC_0059559,2
ISIC_0031027,1
ISIC_0029082,2
ISIC_0065790,2
ISIC_0032904,1
ISIC_0033850,1
ISIC_0067086,1
ISIC_0025918,1
ISIC_0030326,1
ISIC_0031202,1
ISIC_0053554,1
ISIC_0068306,2
ISIC_0068516,1
ISIC_0065797,2
ISIC_0031450,2
ISIC_0056772,1
ISIC_0061173,2
ISIC_0073056,1
ISIC_0025609,1
ISIC_0026792,1
ISIC_0055292,4
ISIC_0034293,1
ISIC_0029768,1
ISIC_0032961,1
ISIC_0056036,0
ISIC_0025388,4
ISIC_0033527,1
ISIC_0031734,1
ISIC_0033816,1
ISIC_0058038,2
ISIC_0031444,1
ISIC_0068395,3
ISIC_0053799,3
ISIC_0024740,4
ISIC_0066740,1
ISIC_0033384,1
ISIC_0014784_downsampled,0
ISIC_0032672,0
ISIC_0061018,1
ISIC_0026803,4
ISIC_0064861,6
ISIC_0063168,0
ISIC_0068952,4
ISIC_0030279,1
ISIC_0031317,1
ISIC_0031438,1
ISIC_0072452,1
ISIC_0055996,1
ISIC_0029006,1
ISIC_0054128,4
ISIC_0029835,1
ISIC_0031668,1
ISIC_0071197,0
ISIC_0066853,1
ISIC_0030389,1
ISIC_0028066,1
ISIC_0014796_downsampled,1
ISIC_0073169,1
ISIC_0067743,0
ISIC_0030613,1
ISIC_0061968,3
ISIC_0012459_downsampled,4
ISIC_0027802,3
ISIC_0009943,1
ISIC_0012284_downsampled,1
ISIC_0015102_downsampled,1
ISIC_0072365,2
ISIC_0014779_downsampled,1
ISIC_0026465,1
ISIC_0060893,0
ISIC_0025484,4
ISIC_0014775_downsampled,1
ISIC_0014548_downsampled,0
ISIC_0067447,1
ISIC_0072935,2
ISIC_0057797,1
ISIC_0029475,1
ISIC_0057054,2
ISIC_0067519,3
ISIC_0029289,4
ISIC_0029104,1
ISIC_0056416,4
ISIC_0026591,1
ISIC_0029481,1
ISIC_0033494,3
ISIC_0063399,1
ISIC_0029161,4
ISIC_0029038,1
ISIC_0059766,0
ISIC_0066210,2
ISIC_0025680,6
ISIC_0012721_downsampled,1
ISIC_0057600,1
ISIC_0054588,1
ISIC_0008528_downsampled,1
ISIC_0024796,1
ISIC_0056325,1
ISIC_0029661,1
ISIC_0030092,1
ISIC_0063239,1
ISIC_0013275_downsampled,1
ISIC_0071113,2
ISIC_0014687_downsampled,1
ISIC_0034239,0
ISIC_0025373,5
ISIC_0064931,2
ISIC_0069588,4
ISIC_0000447_downsampled,1
ISIC_0063014,4
ISIC_0030127,1
ISIC_0071150,2
ISIC_0058836,0
ISIC_0061832,2
ISIC_0029382,1
ISIC_0012957_downsampled,1
ISIC_0070687,2
ISIC_0002438_downsampled,1
ISIC_0031537,4
ISIC_0071307,1
ISIC_0059946,2
ISIC_0068322,2
ISIC_0064211,3
ISIC_0067108,1
ISIC_0060517,1
ISIC_0031357,1
ISIC_0028718,0
ISIC_0013490_downsampled,0
ISIC_0054461,4
ISIC_0069303,5
ISIC_0030547,1
ISIC_0070209,2
ISIC_0055667,5
ISIC_0060772,1
ISIC_0030619,1
ISIC_0062110,4
ISIC_0030372,4
ISIC_0000126_downsampled,1
ISIC_0028880,5
ISIC_0014457_downsampled,4
ISIC_0059671,0
ISIC_0034259,4
ISIC_0033111,1
ISIC_0058319,0
ISIC_0013393_downsampled,4
ISIC_0068198,1
ISIC_0054993,2
ISIC_0028955,1
ISIC_0032653,0
ISIC_0028770,1
ISIC_0028298,1
ISIC_0067115,7
ISIC_0068299,0
ISIC_0062984,2
ISIC_0060504,1
ISIC_0030577,1
ISIC_0057068,4
ISIC_0012178_downsampled,4
ISIC_0073001,1
ISIC_0058593,3
ISIC_0063573,3
ISIC_0027869,1
ISIC_0064760,7
ISIC_0026225,1
ISIC_0028563,1
ISIC_0024955,1
ISIC_0065429,2
ISIC_0068256,1
ISIC_0031738,7
ISIC_0033771,1
ISIC_0034260,1
ISIC_0026956,1
ISIC_0070766,1
ISIC_0059985,3
ISIC_0056886,7
ISIC_0025814,0
ISIC_0061636,0
ISIC_0010174,0
ISIC_0061346,2
ISIC_0072271,0
ISIC_0073205,4
ISIC_0033325,0
ISIC_0069935,1
ISIC_0068733,4
ISIC_0033103,0
ISIC_0055994,1
ISIC_0072135,7
ISIC_0072834,4
ISIC_0014062_downsampled,0
ISIC_0067029,6
ISIC_0069865,0
ISIC_0034173,0
ISIC_0069495,1
ISIC_0025788,1
ISIC_0055679,4
ISIC_0000249,1
ISIC_0000338,1
ISIC_0071430,0
ISIC_0070260,3
ISIC_0034006,0
ISIC_0028750,4
ISIC_0031294,2
ISIC_0071996,0
ISIC_0013129_downsampled,4
ISIC_0060239,0
ISIC_0062817,2
ISIC_0067195,1
ISIC_0029328,1
ISIC_0057299,0
ISIC_0034075,1
ISIC_0064475,1
ISIC_0069071,1
ISIC_0031601,4
ISIC_0056304,1
ISIC_0031948,1
ISIC_0026731,1
ISIC_0026669,1
ISIC_0057710,1
ISIC_0060001,1
ISIC_0061959,5
ISIC_0033555,1
ISIC_0030067,4
ISIC_0031418,1
ISIC_0068496,7
ISIC_0070041,7
ISIC_0072139,4
ISIC_0062894,1
ISIC_0031257,5
ISIC_0062155,0
ISIC_0029633,1
ISIC_0069514,0
ISIC_0065987,1
ISIC_0026315,1
ISIC_0014952_downsampled,1
ISIC_0060989,3
ISIC_0029980,1
ISIC_0026300,1
ISIC_0033720,2
ISIC_0012434_downsampled,0
ISIC_0069941,1
ISIC_0032216,1
ISIC_0032057,6
ISIC_0015011_downsampled,1
ISIC_0000138_downsampled,1
ISIC_0070694,1
ISIC_0064956,1
ISIC_0025575,4
ISIC_0026799,1
ISIC_0066964,1
ISIC_0060948,1
ISIC_0003728_downsampled,1
ISIC_0033200,4
ISIC_0060215,0
ISIC_0027162,4
ISIC_0068536,2
ISIC_0033971,1
ISIC_0064285,4
ISIC_0029663,1
ISIC_0032832,1
ISIC_0067173,1
ISIC_0055109,2
ISIC_0030667,1
ISIC_0063549,1
ISIC_0012273_downsampled,4
ISIC_0029355,1
ISIC_0031589,1
ISIC_0010575,1
ISIC_0064321,0
ISIC_0034133,1
ISIC_0029807,1
ISIC_0065794,1
ISIC_0071266,2
ISIC_0034059,0
ISIC_0055086,0
ISIC_0024787,2
ISIC_0068011,0
ISIC_0058005,2
ISIC_0070892,0
ISIC_0063410,0
ISIC_0032909,1
ISIC_0058444,1
ISIC_0071740,0
ISIC_0073195,7
ISIC_0057193,1
ISIC_0072501,4
ISIC_0067155,1
ISIC_0015445_downsampled,1
ISIC_0053865,4
ISIC_0056916,2
ISIC_0030853,1
ISIC_0027703,1
ISIC_0069696,2
ISIC_0063131,0
ISIC_0029595,1
ISIC_0025094,1
ISIC_0067905,0
ISIC_0034086,1
ISIC_0058876,0
ISIC_0060149,2
ISIC_0063316,1
ISIC_0054247,5
ISIC_0030257,1
ISIC_0062967,2
ISIC_0068953,4
ISIC_0006795_downsampled,1
ISIC_0071771,0
ISIC_0056600,0
ISIC_0000064_downsampled,1
ISIC_0033024,0
ISIC_0027155,0
ISIC_0070009,0
ISIC_0057560,2
ISIC_0028805,1
ISIC_0072893,1
ISIC_0032478,1
ISIC_0054277,1
ISIC_0026382,1
ISIC_0025430,1
ISIC_0071294,2
ISIC_0071814,1
ISIC_0059605,0
ISIC_0026613,1
ISIC_0029700,1
ISIC_0068546,3
ISIC_0057962,7
ISIC_0026723,1
ISIC_0014904_downsampled,1
ISIC_0025958,1
ISIC_0028702,4
ISIC_0056281,1
ISIC_0033489,1
ISIC_0000365,1
ISIC_0033729,1
ISIC_0025030,4
ISIC_0065603,1
ISIC_0072654,0
ISIC_0057071,1
ISIC_0027783,1
ISIC_0033666,2
ISIC_0067045,1
ISIC_0058606,1
ISIC_0033795,1
ISIC_0030114,2
ISIC_0058662,2
ISIC_0026885,1
ISIC_0033488,4
ISIC_0070083,7
ISIC_0070825,2
ISIC_0070898,1
ISIC_0059245,1
ISIC_0031157,1
ISIC_0068154,1
ISIC_0025584,2
ISIC_0030812,4
ISIC_0059952,7
ISIC_0012792_downsampled,4
ISIC_0016033_downsampled,1
ISIC_0069084,0
ISIC_0071180,0
ISIC_0034118,0
ISIC_0014132_downsampled,0
ISIC_0012265_downsampled,4
ISIC_0063599,2
ISIC_0024572,2
ISIC_0057260,1
ISIC_0059474,2
ISIC_0000544,1
ISIC_0031085,1
ISIC_0067753,2
ISIC_0062744,1
ISIC_0031218,4
ISIC_0067380,2
ISIC_0030035,1
ISIC_0014942_downsampled,1
ISIC_0056393,1
ISIC_0009958,1
ISIC_0013434_downsampled,1
ISIC_0034224,1
ISIC_0014735_downsampled,0
ISIC_0032458,1
ISIC_0054462,0
ISIC_0063557,1
ISIC_0029776,4
ISIC_0025180,4
ISIC_0033775,1
ISIC_0027001,1
ISIC_0057308,2
ISIC_0071881,1
ISIC_0056726,0
ISIC_0027279,4
ISIC_0065795,1
ISIC_0012223_downsampled,4
ISIC_0024666,2
ISIC_0032420,0
ISIC_0030004,1
ISIC_0055606,2
ISIC_0031698,2
ISIC_0029744,0
ISIC_0064502,5
ISIC_0055057,1
ISIC_0054567,2
ISIC_0028952,4
ISIC_0060873,0
ISIC_0066707,2
ISIC_0000153_downsampled,0
ISIC_0053982,1
ISIC_0071421,4
ISIC_0065721,2
ISIC_0028370,3
ISIC_0032322,1
ISIC_0000434_downsampled,0
ISIC_0029407,1
ISIC_0053913,2
ISIC_0058810,4
ISIC_0025905,1
ISIC_0026162,1
ISIC_0029630,0
ISIC_0067120,0
ISIC_0058392,2
ISIC_0010075,1
ISIC_0073081,2
ISIC_0024820,1
ISIC_0066358,0
ISIC_0053841,0
ISIC_0066834,2
ISIC_0030940,1
ISIC_0071831,4
ISIC_0030397,1
ISIC_0066150,0
ISIC_0070547,1
ISIC_0057840,1
ISIC_0054333,3
ISIC_0029284,1
ISIC_0026316,4
ISIC_0058825,4
ISIC_0030621,1
ISIC_0034067,1
ISIC_0057641,1
ISIC_0028418,0
ISIC_0059024,1
ISIC_0068747,0
ISIC_0058174,0
ISIC_0025395,1
ISIC_0067444,1
ISIC_0027518,1
ISIC_0011296,1
ISIC_0058040,0
ISIC_0026195,1
ISIC_0057277,1
ISIC_0028093,1
ISIC_0063635,4
ISIC_0067669,1
ISIC_0014766_downsampled,0
ISIC_0033407,1
ISIC_0063458,2
ISIC_0026941,4
ISIC_0068615,7
ISIC_0033338,1
ISIC_0053753,1
ISIC_0033221,1
ISIC_0057442,2
ISIC_0029132,1
ISIC_0063199,2
ISIC_0029555,4
ISIC_0064686,0
ISIC_0059001,1
ISIC_0065796,1
ISIC_0015962_downsampled,1
ISIC_0013227_downsampled,1
ISIC_0059033,2
ISIC_0012271_downsampled,1
ISIC_0059581,2
ISIC_0025081,0
ISIC_0026083,7
ISIC_0067335,0
ISIC_0012672_downsampled,1
ISIC_0068724,1
ISIC_0068386,1
ISIC_0032219,0
ISIC_0061378,0
ISIC_0062208,0
ISIC_0025419,4
ISIC_0026705,1
ISIC_0032631,1
ISIC_0008145_downsampled,1
ISIC_0055235,4
ISIC_0054620,1
ISIC_0060827,0
ISIC_0032424,0
ISIC_0026215,1
ISIC_0015369_downsampled,1
ISIC_0031853,4
ISIC_0057943,3
ISIC_0000223,1
ISIC_0026440,1
ISIC_0032549,1
ISIC_0033600,1
ISIC_0055524,1
ISIC_0000349,1
ISIC_0057501,1
ISIC_0032955,0
ISIC_0010000,0
ISIC_0028792,4
ISIC_0033159,1
ISIC_0061372,1
ISIC_0033798,1
ISIC_0056622,4
ISIC_0015291_downsampled,1
ISIC_0070164,3
ISIC_0070103,6
ISIC_0028635,1
ISIC_0071346,0
ISIC_0072774,1
ISIC_0062807,4
ISIC_0025454,4
ISIC_0000069,1
ISIC_0072717,1
ISIC_0025641,1
ISIC_0056974,0
ISIC_0000458,1
ISIC_0062279,1
ISIC_0030787,1
ISIC_0001367_downsampled,1
ISIC_0024509,1
ISIC_0073212,1
ISIC_0024318,5
ISIC_0031002,5
ISIC_0013024_downsampled,1
ISIC_0027128,1
ISIC_0071019,1
ISIC_0071694,4
ISIC_0031484,1
ISIC_0053883,1
ISIC_0062845,2
ISIC_0025701,1
ISIC_0054019,4
ISIC_0034278,1
ISIC_0030103,1
ISIC_0063928,2
ISIC_0026762,1
ISIC_0065033,1
ISIC_0032483,1
ISIC_0071615,4
ISIC_0061700,2
ISIC_0014961_downsampled,1
ISIC_0028007,1
ISIC_0010064,1
ISIC_0032427,1
ISIC_0070447,0
ISIC_0070880,2
ISIC_0003051_downsampled,1
ISIC_0064952,1
ISIC_0066666,0
ISIC_0058813,1
ISIC_0071889,3
ISIC_0024585,1
ISIC_0067766,2
ISIC_0028695,1
ISIC_0026650,3
ISIC_0063271,0
ISIC_0056473,2
ISIC_0065558,1
ISIC_0024523,1
ISIC_0059616,4
ISIC_0028653,2
ISIC_0056603,1
ISIC_0066978,4
ISIC_0027407,0
ISIC_0068726,1
ISIC_0071590,1
ISIC_0029490,1
ISIC_0057101,2
ISIC_0066920,4
ISIC_0071318,7
ISIC_0030209,1
ISIC_0033631,4
ISIC_0014610_downsampled,4
ISIC_0062493,7
ISIC_0072204,0
ISIC_0072082,2
ISIC_0053738,3
ISIC_0068195,1
ISIC_0056602,2
ISIC_0029127,1
ISIC_0027674,1
ISIC_0058036,0
ISIC_0061280,6
ISIC_0073173,0
ISIC_0027476,1
ISIC_0012677_downsampled,1
ISIC_0068155,1
ISIC_0014712_downsampled,4
ISIC_0065066,0
ISIC_0013684_downsampled,4
ISIC_0068353,2
ISIC_0032928,1
ISIC_0030703,1
ISIC_0031745,0
ISIC_0071466,2
ISIC_0067154,2
ISIC_0062803,1
ISIC_0028724,1
ISIC_0024353,1
ISIC_0028615,4
ISIC_0066383,1
ISIC_0059411,0
ISIC_0062714,1
ISIC_0026806,1
ISIC_0031716,4
ISIC_0028614,1
ISIC_0030185,1
ISIC_0013706_downsampled,4
ISIC_0069464,1
ISIC_0025629,1
ISIC_0073092,1
ISIC_0068701,2
ISIC_0015537_downsampled,1
ISIC_0072168,1
ISIC_0053665,1
ISIC_0056509,1
ISIC_0015057_downsampled,1
ISIC_0014597_downsampled,4
ISIC_0058759,1
ISIC_0066262,0
ISIC_0068408,1
ISIC_0027028,1
ISIC_0058784,2
ISIC_0030731,4
ISIC_0072028,2
ISIC_0031313,1
ISIC_0060798,2
ISIC_0066745,2
ISIC_0071347,2
ISIC_0030238,0
ISIC_0061284,2
ISIC_0060621,0
ISIC_0065801,0
ISIC_0030197,2
ISIC_0025796,1
ISIC_0033956,0
ISIC_0061293,0
ISIC_0030041,1
ISIC_0030706,4
ISIC_0032470,1
ISIC_0063970,2
ISIC_0067830,0
ISIC_0026359,1
ISIC_0057173,0
ISIC_0026653,1
ISIC_0013830_downsampled,1
ISIC_0026378,4
ISIC_0059519,1
ISIC_0053684,7
ISIC_0030726,1
ISIC_0010468,0
ISIC_0061092,0
ISIC_0032078,1
ISIC_0070223,2
ISIC_0060337,3
ISIC_0031459,4
ISIC_0032299,1
ISIC_0071572,1
ISIC_0029850,1
ISIC_0015132_downsampled,0
ISIC_0063845,0
ISIC_0031341,1
ISIC_0053884,0
ISIC_0027699,1
ISIC_0014825_downsampled,1
ISIC_0025774,1
ISIC_0072942,2
ISIC_0063139,1
ISIC_0071446,2
ISIC_0069301,2
ISIC_0062388,1
ISIC_0033173,1
ISIC_0065866,4
ISIC_0024611,1
ISIC_0066430,0
ISIC_0030203,4
ISIC_0034280,4
ISIC_0061612,1
ISIC_0071500,3
ISIC_0058647,0
ISIC_0072052,2
ISIC_0059243,2
ISIC_0030136,1
ISIC_0064763,1
ISIC_0030725,1
ISIC_0061575,0
ISIC_0015972_downsampled,1
ISIC_0033157,1
ISIC_0054735,2
ISIC_0033472,1
ISIC_0057242,2
ISIC_0026244,1
ISIC_0055326,1
ISIC_0053621,2
ISIC_0071327,1
ISIC_0067456,2
ISIC_0059376,1
ISIC_0066089,4
ISIC_0071002,5
ISIC_0071490,3
ISIC_0054443,2
ISIC_0029687,4
ISIC_0031167,1
ISIC_0032740,4
ISIC_0028399,1
ISIC_0065585,2
ISIC_0026007,1
ISIC_0032142,1
ISIC_0028376,4
ISIC_0030749,1
ISIC_0027694,1
ISIC_0030869,1
ISIC_0056570,1
ISIC_0072911,7
ISIC_0031229,1
ISIC_0062123,3
ISIC_0015203_downsampled,1
ISIC_0033909,1
ISIC_0065385,2
ISIC_0031516,1
ISIC_0014081_downsampled,1
ISIC_0029965,1
ISIC_0053627,4
ISIC_0072882,1
ISIC_0013843_downsampled,1
ISIC_0027892,1
ISIC_0055626,1
ISIC_0012303_downsampled,1
ISIC_0012221_downsampled,1
ISIC_0058730,1
ISIC_0031903,4
ISIC_0069264,0
ISIC_0025672,1
ISIC_0056298,0
ISIC_0013213_downsampled,1
ISIC_0030265,1
ISIC_0031193,1
ISIC_0025717,1
ISIC_0068931,0
ISIC_0065421,0
ISIC_0026264,1
ISIC_0062961,4
ISIC_0032315,4
ISIC_0031461,1
ISIC_0029452,1
ISIC_0033422,5
ISIC_0028566,1
ISIC_0057859,1
ISIC_0000146_downsampled,0
ISIC_0025262,1
ISIC_0069175,1
ISIC_0030835,4
ISIC_0029536,1
ISIC_0071535,3
ISIC_0032887,0
ISIC_0064085,1
ISIC_0028067,1
ISIC_0010861,1
ISIC_0056104,1
ISIC_0058269,4
ISIC_0061803,1
ISIC_0072988,2
ISIC_0024319,1
ISIC_0027815,4
ISIC_0070928,1
ISIC_0064371,7
ISIC_0010213,1
ISIC_0033415,0
ISIC_0063626,1
ISIC_0000013,0
ISIC_0025802,1
ISIC_0029309,3
ISIC_0033977,0
ISIC_0033567,1
ISIC_0031463,1
ISIC_0014945_downsampled,1
ISIC_0062891,0
ISIC_0012256_downsampled,1
ISIC_0063268,0
ISIC_0058713,0
ISIC_0058984,2
ISIC_0070310,4
ISIC_0069132,2
ISIC_0030217,1
ISIC_0029684,1
ISIC_0028277,1
ISIC_0065636,1
ISIC_0058320,3
ISIC_0062395,2
ISIC_0028437,1
ISIC_0063611,1
ISIC_0064625,0
ISIC_0068021,2
ISIC_0062399,2
ISIC_0055698,1
ISIC_0031036,1
ISIC_0070490,2
ISIC_0059855,0
ISIC_0060781,1
ISIC_0026080,1
ISIC_0030266,1
ISIC_0066064,1
ISIC_0071030,2
ISIC_0056425,0
ISIC_0025353,1
ISIC_0028870,1
ISIC_0072887,0
ISIC_0029557,4
ISIC_0068744,0
ISIC_0061683,2
ISIC_0063304,4
ISIC_0014770_downsampled,4
ISIC_0031495,4
ISIC_0069581,1
ISIC_0015175_downsampled,1
ISIC_0031924,1
ISIC_0055503,0
ISIC_0030574,2
ISIC_0033374,1
ISIC_0072607,4
ISIC_0030599,1
ISIC_0030463,3
ISIC_0013667_downsampled,4
ISIC_0061085,0
ISIC_0063507,1
ISIC_0067020,2
ISIC_0032153,1
ISIC_0033613,4
ISIC_0014225_downsampled,1
ISIC_0025719,4
ISIC_0072068,1
ISIC_0054274,0
ISIC_0014179_downsampled,4
ISIC_0013330_downsampled,1
ISIC_0033512,1
ISIC_0031246,1
ISIC_0014903_downsampled,1
ISIC_0066370,3
ISIC_0068233,0
ISIC_0063868,4
ISIC_0032850,2
ISIC_0028380,1
ISIC_0065003,4
ISIC_0032415,2
ISIC_0056815,1
ISIC_0066177,1
ISIC_0029828,1
ISIC_0062298,0
ISIC_0057370,0
ISIC_0032644,1
ISIC_0030341,7
ISIC_0026435,1
ISIC_0072061,0
ISIC_0063810,4
ISIC_0011292,1
ISIC_0031353,1
ISIC_0024992,1
ISIC_0010053,1
ISIC_0033233,1
ISIC_0068467,4
ISIC_0062425,0
ISIC_0032800,1
ISIC_0030379,1
ISIC_0068992,1
ISIC_0029971,1
ISIC_0070917,4
ISIC_0028046,1
ISIC_0054134,1
ISIC_0000077_downsampled,0
ISIC_0056301,1
ISIC_0058163,3
ISIC_0033424,0
ISIC_0029962,5
ISIC_0057784,1
ISIC_0053626,2
ISIC_0056586,4
ISIC_0030673,1
ISIC_0032118,1
ISIC_0031509,1
ISIC_0066232,1
ISIC_0054631,1
ISIC_0027970,1
ISIC_0013226_downsampled,1
ISIC_0058111,4
ISIC_0030006,1
ISIC_0032888,0
ISIC_0027439,1
ISIC_0054575,2
ISIC_0067151,0
ISIC_0025366,4
ISIC_0026560,1
ISIC_0071871,4
ISIC_0057880,4
ISIC_0068706,1
ISIC_0056853,1
ISIC_0024314,1
ISIC_0030955,1
ISIC_0014805_downsampled,1
ISIC_0032012,1
ISIC_0066635,1
ISIC_0054162,1
ISIC_0060050,1
ISIC_0016040_downsampled,1
ISIC_0026946,1
ISIC_0015544_downsampled,1
ISIC_0032925,0
ISIC_0071668,0
ISIC_0000100_downsampled,1
ISIC_0033431,0
ISIC_0026590,4
ISIC_0068623,1
ISIC_0068625,1
ISIC_0071342,0
ISIC_0063450,0
ISIC_0072029,2
ISIC_0000506,1
ISIC_0067709,7
ISIC_0030007,4
ISIC_0032492,1
ISIC_0031248,1
ISIC_0031264,1
ISIC_0053914,7
ISIC_0055732,3
ISIC_0029556,1
ISIC_0065595,1
ISIC_0031682,1
ISIC_0058466,2
ISIC_0033280,4
ISIC_0062044,1
ISIC_0026044,4
ISIC_0058051,7
ISIC_0068573,1
ISIC_0071417,3
ISIC_0024518,1
ISIC_0027086,1
ISIC_0033195,4
ISIC_0031981,1
ISIC_0063971,0
ISIC_0032521,1
ISIC_0053686,0
ISIC_0024869,1
ISIC_0070118,0
ISIC_0072131,2
ISIC_0025041,1
ISIC_0013007_downsampled,1
ISIC_0058246,7
ISIC_0025973,4
ISIC_0010252,1
ISIC_0024606,1
ISIC_0029246,1
ISIC_0015140_downsampled,1
ISIC_0014006_downsampled,4
ISIC_0058088,2
ISIC_0072023,2
ISIC_0003559_downsampled,1
ISIC_0071225,4
ISIC_0030658,1
ISIC_0068370,3
